name,rank,count,prop100k,cum_prop100k,pctwhite,pctblack,pctapi,pctaian,pct2prace,pcthispanic
HARRELL,638,48471,17.97,35328.99,68.77,27.8,0.3,0.44,1.45,1.24
PITTS,639,48462,17.96,35346.95,65.91,30.26,0.31,0.52,1.61,1.4
SAVAGE,640,48367,17.93,35364.88,77.24,18.59,0.42,0.67,1.61,1.46
WIGGINS,641,48355,17.93,35382.8,57.23,38.71,0.29,0.59,1.63,1.56
BRENNAN,642,48296,17.9,35400.71,95.97,0.69,0.59,0.3,0.95,1.5
SALAS,643,48282,17.9,35418.61,6.83,0.32,2.05,0.48,0.66,89.67
MARKS,644,48281,17.9,35436.5,81.35,13.47,0.58,0.9,1.82,1.89
RUSSO,645,48126,17.84,35454.34,95.14,0.35,0.37,0.17,1.17,2.79
SAWYER,646,47979,17.79,35472.13,82.52,13.29,0.52,0.59,1.59,1.49
BAXTER,647,47857,17.74,35489.87,82.59,13.24,0.48,0.68,1.46,1.54
GOLDEN,648,47839,17.73,35507.6,76.78,19.22,0.35,0.65,1.47,1.53
HUTCHINSON,649,47809,17.72,35525.33,78.4,17,0.5,0.6,1.77,1.72
LIU,650,47665,17.67,35543,1.83,0.15,95.46,0.04,2.06,0.46
WALTER,651,47615,17.65,35560.65,90.17,5.96,0.61,0.42,1.22,1.62
MCDOWELL,652,47526,17.62,35578.26,72.22,23.85,0.38,0.54,1.55,1.46
WILEY,653,47503,17.61,35595.87,67.53,28.42,0.38,0.59,1.68,1.4
RICH,654,47477,17.6,35613.47,86.98,8.91,0.55,0.58,1.36,1.62
HUMPHREY,655,47470,17.6,35631.07,74.03,21.94,0.33,0.64,1.56,1.5
JOHNS,656,47289,17.53,35648.6,81.25,12.7,0.67,1.98,1.84,1.56
KOCH,657,47286,17.53,35666.13,96.89,0.19,0.54,0.23,0.88,1.26
SUAREZ,658,47235,17.51,35683.64,9.32,0.67,2.11,0.2,0.45,87.25
HOBBS,659,47220,17.5,35701.14,80.8,15.36,0.33,0.66,1.43,1.42
BEARD,660,47128,17.47,35718.61,77.09,18.93,0.33,0.65,1.55,1.45
GILMORE,661,47050,17.44,35736.05,68.2,27.09,0.36,0.86,1.75,1.75
IBARRA,662,46895,17.38,35753.44,3.24,0.14,1.42,0.19,0.33,94.67
KEITH,663,46747,17.33,35770.77,81.17,14.1,0.52,1.04,1.56,1.61
MACIAS,664,46739,17.33,35788.09,5.26,0.18,0.29,0.26,0.37,93.64
KHAN,665,46713,17.32,35805.41,7.92,3.26,70.5,0.47,15.63,2.22
ANDRADE,666,46702,17.31,35822.72,16.92,1.67,1.72,0.25,5.02,74.41
WARE,667,46682,17.3,35840.03,51.5,43.85,0.36,0.78,1.95,1.56
STEPHENSON,668,46662,17.3,35857.32,83.02,12.49,0.46,0.6,1.67,1.77
HENSON,669,46609,17.28,35874.6,84.46,10.34,0.77,1.17,1.78,1.48
WILKERSON,670,46605,17.28,35891.88,66.92,28.77,0.37,0.61,1.82,1.51
DYER,671,46574,17.26,35909.14,85.82,10.08,0.44,0.6,1.47,1.6
MCCLURE,672,46505,17.24,35926.38,86.71,9.19,0.4,0.7,1.54,1.46
BLACKWELL,673,46495,17.24,35943.62,67.71,28.04,0.29,0.68,2,1.28
MERCADO,674,46437,17.21,35960.83,5.68,0.56,6.43,0.19,0.85,86.29
TANNER,675,46412,17.2,35978.04,84.06,11.26,0.45,1.01,1.61,1.61
EATON,676,46403,17.2,35995.24,86.74,9.49,0.44,0.61,1.24,1.48
CLAY,677,46264,17.15,36012.39,55.4,39.83,0.32,0.95,2.07,1.42
BARRON,678,46196,17.12,36029.51,53.82,9.41,0.58,0.47,1.06,34.66
BEASLEY,679,46179,17.12,36046.63,69.02,27.01,0.34,0.7,1.63,1.3
ONEAL,680,46161,17.11,36063.74,66.96,28.52,0.33,0.77,1.75,1.66
PRESTON,681,45850,17,36080.74,75.24,19.95,0.45,0.99,1.62,1.75
SMALL,681,45850,17,36097.74,64.63,30.53,0.41,1.14,1.71,1.58
WU,683,45815,16.98,36114.72,1.32,0.19,95.94,0.02,2,0.52
ZAMORA,684,45806,16.98,36131.7,5.99,0.22,2.37,0.37,0.53,90.52
MACDONALD,685,45782,16.97,36148.67,95.05,1.04,0.65,0.29,1.2,1.77
VANCE,686,45763,16.96,36165.63,83.42,12.46,0.39,0.71,1.51,1.51
SNOW,687,45689,16.94,36182.57,86.75,8.55,0.48,1.43,1.49,1.3
MCCLAIN,688,45560,16.89,36199.46,64.2,31.73,0.29,0.4,1.92,1.45
STAFFORD,689,45349,16.81,36216.27,81.14,14.72,0.35,0.78,1.53,1.48
OROZCO,690,45289,16.79,36233.06,3.86,0.12,0.39,0.27,0.28,95.07
BARRY,691,45044,16.7,36249.76,89.21,6.83,0.57,0.41,1.24,1.74
ENGLISH,692,45032,16.69,36266.45,74.07,21.27,0.56,0.61,1.82,1.66
SHANNON,693,44902,16.65,36283.1,77.39,18.73,0.45,0.38,1.55,1.5
KLINE,694,44900,16.64,36299.74,95.38,1.55,0.45,0.33,0.94,1.35
JACOBSON,695,44874,16.63,36316.37,96.05,0.38,0.53,0.48,1.09,1.47
WOODARD,696,44830,16.62,36332.99,62.49,33.58,0.3,0.49,1.72,1.41
HUANG,697,44715,16.58,36349.57,1.03,0.09,96.83,0.02,1.74,0.29
KEMP,698,44701,16.57,36366.14,73.76,22.17,0.37,0.64,1.71,1.34
MOSLEY,699,44698,16.57,36382.71,42.69,52.83,0.26,0.53,2.18,1.51
PRINCE,700,44640,16.55,36399.26,70.04,24.75,0.5,0.75,1.77,2.2
MERRITT,701,44626,16.54,36415.8,77.23,18.95,0.44,0.61,1.48,1.29
HURST,702,44587,16.53,36432.33,86.51,10,0.36,0.48,1.18,1.47
VILLANUEVA,703,44570,16.52,36448.85,4.88,0.39,12.52,0.23,1.23,80.75
ROACH,704,44454,16.48,36465.33,82.24,13.23,0.44,0.76,1.58,1.76
NOLAN,705,44421,16.47,36481.8,88.58,7.24,0.41,0.52,1.23,2.02
LAM,706,44385,16.45,36498.25,7.82,0.42,87.47,0.07,2.14,2.08
YODER,707,44245,16.4,36514.65,98.11,0.14,0.18,0.18,0.71,0.68
MCCULLOUGH,708,44123,16.36,36531.01,75.87,20.44,0.39,0.38,1.41,1.51
LESTER,709,43919,16.28,36547.29,77.72,18.1,0.29,1.08,1.32,1.49
SANTANA,710,43875,16.26,36563.55,6.2,1.14,0.45,0.19,0.88,91.13
VALENZUELA,711,43770,16.23,36579.78,5.55,0.21,2.36,2.06,0.63,89.18
WINTERS,712,43762,16.22,36596,81.09,14.47,0.53,0.71,1.57,1.64
BARRERA,713,43720,16.21,36612.21,5.79,0.24,1.34,0.19,0.4,92.03
LEACH,714,43666,16.19,36628.39,82.67,13.26,0.44,0.79,1.4,1.44
ORR,714,43666,16.19,36644.58,81.82,13.99,0.58,0.71,1.41,1.49
BERGER,716,43556,16.15,36660.73,93.9,2.39,0.49,0.35,1.18,1.69
MCKEE,717,43555,16.15,36676.87,89.46,6.28,0.51,0.84,1.49,1.42
STRONG,718,43430,16.1,36692.97,69.4,25.19,0.53,1.44,1.73,1.72
CONWAY,719,43395,16.09,36709.06,83.65,12.16,0.43,0.65,1.49,1.62
STEIN,720,43331,16.06,36725.12,95.59,0.9,0.51,0.29,1.1,1.63
WHITEHEAD,721,43310,16.05,36741.17,72.87,23.3,0.32,0.67,1.36,1.47
BULLOCK,722,43021,15.95,36757.12,64.13,32,0.33,0.53,1.66,1.34
ESCOBAR,723,42955,15.92,36773.05,6.32,0.46,1.83,0.29,0.54,90.56
KNOX,724,42937,15.92,36788.96,65.71,30.25,0.37,0.65,1.62,1.4
MEADOWS,725,42884,15.9,36804.86,82.93,13.59,0.27,0.42,1.42,1.36
SOLOMON,726,42839,15.88,36820.74,62.53,29.65,2.21,1.21,2.2,2.2
VELEZ,727,42820,15.87,36836.61,7.22,0.97,0.8,0.09,0.57,90.35
ODONNELL,728,42802,15.87,36852.48,96.46,0.38,0.47,0.18,1.01,1.51
KERR,729,42758,15.85,36868.33,89.19,6.31,0.64,0.56,1.63,1.67
STOUT,730,42669,15.82,36884.15,93.47,2.19,0.39,0.82,1.46,1.68
BLANKENSHIP,731,42663,15.82,36899.96,94.98,1.8,0.25,0.67,1.25,1.04
BROWNING,732,42642,15.81,36915.77,88.99,7.06,0.42,0.73,1.33,1.47
KENT,733,42597,15.79,36931.56,86.06,9.88,0.62,0.59,1.48,1.37
LOZANO,734,42567,15.78,36947.34,6.6,0.26,1.66,0.26,0.44,90.78
BARTLETT,735,42512,15.76,36963.1,92.43,3.37,0.5,0.54,1.47,1.69
PRUITT,736,42463,15.74,36978.84,75.13,20.8,0.25,0.74,1.68,1.4
BUCK,737,42441,15.73,36994.57,89.86,5.42,0.62,1.42,1.38,1.3
BARR,738,42432,15.73,37010.3,84.99,10.98,0.49,0.91,1.16,1.48
GAINES,739,42369,15.71,37026.01,45.12,50.27,0.32,0.56,2.06,1.67
DURHAM,740,42365,15.7,37041.71,75.5,20.74,0.32,0.6,1.54,1.31
GENTRY,741,42357,15.7,37057.41,84.11,11.83,0.31,0.63,1.51,1.6
MCINTYRE,742,42335,15.69,37073.11,81.17,15.14,0.47,0.41,1.31,1.5
SLOAN,743,42281,15.67,37088.78,81.91,13.08,0.42,1.58,1.44,1.57
MELENDEZ,744,42139,15.62,37104.4,5.63,1,0.46,0.31,0.56,92.04
ROCHA,744,42139,15.62,37120.02,17.47,0.42,0.58,0.37,2.05,79.11
HERMAN,746,42091,15.6,37135.63,92.35,3.01,0.64,0.94,1.1,1.96
SEXTON,747,42080,15.6,37151.22,92.92,3.38,0.33,0.73,1.25,1.39
MOON,748,42062,15.59,37166.82,70.43,10.28,14.85,1.05,1.89,1.5
HENDRICKS,749,41879,15.52,37182.34,78.17,16.55,0.53,1.26,1.77,1.72
RANGEL,750,41868,15.52,37197.86,6.08,0.23,0.26,0.26,0.4,92.77
STARK,751,41863,15.52,37213.38,93.71,2.4,0.47,0.7,1.22,1.49
LOWERY,752,41670,15.45,37228.83,70.35,22.05,0.27,4.39,1.64,1.3
HARDIN,753,41664,15.44,37244.27,79.56,15.62,0.36,1.29,1.69,1.47
HULL,754,41656,15.44,37259.71,87.34,8.23,0.45,0.79,1.44,1.75
SELLERS,755,41561,15.41,37275.12,78.89,16.91,0.42,0.9,1.42,1.46
ELLISON,756,41459,15.37,37290.49,68.41,27.61,0.4,0.64,1.54,1.4
CALHOUN,757,41452,15.37,37305.85,64.38,31.86,0.38,0.47,1.7,1.21
GILLESPIE,758,41393,15.34,37321.2,83.59,12.8,0.33,0.55,1.18,1.56
MORA,759,41348,15.33,37336.53,8.64,0.42,1.05,0.36,0.4,89.12
KNAPP,760,41267,15.3,37351.82,95.9,0.55,0.39,0.5,1.14,1.52
MCCALL,761,41231,15.28,37367.11,68.45,27.69,0.35,0.44,1.52,1.56
MORSE,762,41112,15.24,37382.35,91.55,4.35,0.61,0.52,1.55,1.42
DORSEY,763,41104,15.24,37397.59,43.97,51.81,0.29,0.44,2.27,1.22
WEEKS,764,41053,15.22,37412.8,86.04,9.64,0.49,0.78,1.41,1.64
NIELSEN,765,41007,15.2,37428,95.63,0.29,0.65,0.5,1.23,1.7
LIVINGSTON,766,40964,15.19,37443.19,74.69,19.78,0.48,1.83,1.53,1.69
LEBLANC,767,40923,15.17,37458.36,88.09,7.94,0.36,0.58,1.27,1.76
MCLEAN,768,40871,15.15,37473.51,70.6,24.8,0.46,0.54,1.8,1.79
BRADSHAW,769,40794,15.12,37488.63,80.46,15.58,0.35,0.53,1.52,1.56
GLASS,770,40724,15.1,37503.73,79.39,16.46,0.4,0.85,1.42,1.47
MIDDLETON,771,40708,15.09,37518.82,69.3,27.04,0.34,0.45,1.58,1.28
BUCKLEY,772,40706,15.09,37533.91,85.21,10.72,0.46,0.64,1.25,1.71
SCHAEFER,773,40663,15.07,37548.98,96.61,0.38,0.51,0.29,0.95,1.26
FROST,774,40582,15.04,37564.03,88,7.34,0.6,0.88,1.68,1.5
HOWE,775,40555,15.03,37579.06,92.25,2.77,0.76,1.22,1.52,1.48
HOUSE,776,40477,15,37594.06,77.33,17.85,0.35,1.61,1.56,1.3
MCINTOSH,777,40453,15,37609.06,72.78,22.22,0.37,1.14,1.96,1.52
HO,778,40413,14.98,37624.04,2.69,0.26,93.08,0.06,2.99,0.92
PENNINGTON,779,40339,14.95,37639,89.36,7.05,0.32,0.53,1.46,1.29
REILLY,780,40310,14.94,37653.94,96.07,0.56,0.54,0.14,1.04,1.66
HEBERT,781,40283,14.93,37668.87,91.99,4.74,0.29,0.41,1.11,1.45
MCFARLAND,782,40244,14.92,37683.79,80.85,15.39,0.45,0.51,1.33,1.47
HICKMAN,783,40224,14.91,37698.7,77.49,17.87,0.38,1.12,1.6,1.53
NOBLE,784,40217,14.91,37713.61,80.83,13.46,1.07,0.66,1.8,2.17
SPEARS,785,40203,14.9,37728.51,69.54,25.63,0.32,1.4,1.73,1.37
CONRAD,786,40102,14.87,37743.38,93.61,2.82,0.5,0.59,1.07,1.41
ARIAS,787,40086,14.86,37758.24,5.8,0.38,0.94,0.22,0.46,92.21
GALVAN,788,40046,14.84,37773.08,6.87,0.21,0.61,0.39,0.37,91.54
VELAZQUEZ,789,40030,14.84,37787.92,3.96,0.51,0.13,0.21,0.28,94.89
HUYNH,790,40011,14.83,37802.75,1.02,0.11,96.17,0.03,2.04,0.63
FREDERICK,791,39909,14.79,37817.55,82.9,12.8,0.49,0.79,1.49,1.53
RANDOLPH,792,39742,14.73,37832.28,58.2,37.29,0.4,0.69,2.06,1.38
CANTU,793,39601,14.68,37846.96,7.67,0.54,0.16,0.26,0.4,90.96
FITZPATRICK,794,39501,14.64,37861.6,87.12,9.21,0.5,0.37,1.22,1.58
MAHONEY,795,39440,14.62,37876.22,92.62,4.09,0.47,0.24,1.16,1.42
PECK,796,39432,14.62,37890.84,92.39,3.45,0.66,0.48,1.38,1.63
VILLA,797,39402,14.61,37905.45,10.17,0.43,2.09,0.41,0.64,86.25
MICHAEL,798,39369,14.59,37920.04,86.36,7.62,1.13,0.73,1.93,2.23
DONOVAN,799,39270,14.56,37934.6,94.59,1.7,0.53,0.23,1.08,1.87
MCCONNELL,800,39203,14.53,37949.13,90.56,5.67,0.41,0.72,1.4,1.24
WALLS,801,39166,14.52,37963.65,70.97,25,0.28,0.66,1.65,1.43
BOYLE,802,39141,14.51,37978.16,95.02,1.83,0.42,0.3,0.89,1.54
MAYER,803,39111,14.5,37992.66,94.55,1.17,0.66,0.3,1.13,2.19
ZUNIGA,804,39057,14.48,38007.13,4.57,0.42,0.76,0.29,0.34,93.62
GILES,805,39002,14.46,38021.59,67.59,26.14,0.35,0.5,1.65,3.77
PINEDA,806,38999,14.46,38036.05,4.29,0.35,5.46,0.15,0.52,89.23
PACE,807,38975,14.45,38050.5,80.08,15.91,0.47,0.43,1.52,1.59
HURLEY,808,38971,14.45,38064.94,91.9,4.48,0.52,0.62,1.24,1.24
MAYS,809,38914,14.43,38079.37,57.59,38.43,0.28,0.47,1.85,1.37
MCMILLAN,810,38896,14.42,38093.79,70.88,24.45,0.42,1.16,1.76,1.33
CROSBY,811,38844,14.4,38108.19,72.62,23.1,0.42,0.79,1.44,1.63
AYERS,812,38836,14.4,38122.58,85,11.37,0.44,0.43,1.55,1.21
CASE,813,38759,14.37,38136.95,93.55,2,0.58,1.04,1.34,1.49
BENTLEY,814,38714,14.35,38151.3,84,12.12,0.43,0.45,1.4,1.61
SHEPARD,815,38705,14.35,38165.65,78.43,17.14,0.43,0.9,1.48,1.62
EVERETT,816,38702,14.35,38180,71.64,23.31,0.39,0.63,1.6,2.43
PUGH,817,38691,14.34,38194.34,69.78,26.94,0.36,0.4,1.32,1.2
DAVID,818,38659,14.33,38208.67,65.29,13.75,10.5,1.84,2.6,6.03
MCMAHON,819,38557,14.29,38222.96,94.85,1.97,0.49,0.22,1.05,1.42
DUNLAP,820,38516,14.28,38237.24,77.58,18.61,0.32,0.61,1.49,1.39
BENDER,821,38464,14.26,38251.5,90.21,6.15,0.46,0.61,1.27,1.29
HAHN,822,38354,14.22,38265.72,91.64,0.38,5.2,0.28,1.24,1.27
HARDING,823,38340,14.21,38279.93,82.19,13.2,0.55,0.81,1.64,1.62
ACEVEDO,824,38232,14.17,38294.1,5.58,0.67,0.4,0.23,0.49,92.63
RAYMOND,825,38158,14.15,38308.25,82.76,11.12,0.79,0.88,2.08,2.38
BLACKBURN,826,38137,14.14,38322.38,88.9,7.01,0.37,0.83,1.47,1.41
DUFFY,827,37962,14.07,38336.46,92.13,4.13,0.62,0.47,1.16,1.5
LANDRY,828,37961,14.07,38350.53,84.84,11.98,0.39,0.37,1.18,1.23
DOUGHERTY,829,37903,14.05,38364.58,95.88,1,0.42,0.29,0.93,1.49
BAUTISTA,830,37847,14.03,38378.61,3.76,0.3,22.04,0.49,1.85,71.56
SHAH,831,37833,14.02,38392.63,4.05,1.14,87.8,0.24,5.88,0.89
POTTS,832,37687,13.97,38406.6,81.77,13.81,0.41,1.25,1.45,1.3
ARROYO,833,37678,13.97,38420.57,5.26,0.68,1.01,0.18,0.38,92.48
VALENTINE,834,37669,13.96,38434.54,68.97,22.19,0.45,0.54,1.77,6.07
MEZA,835,37662,13.96,38448.5,4.25,0.29,0.17,0.3,0.25,94.73
GOULD,836,37660,13.96,38462.46,88.59,6.7,0.53,1.29,1.46,1.42
VAUGHAN,837,37591,13.93,38476.39,84.03,12.38,0.37,0.49,1.33,1.39
FRY,838,37542,13.92,38490.31,92.6,3.13,0.5,0.9,1.43,1.45
RUSH,839,37470,13.89,38504.2,76.89,19.33,0.41,0.58,1.32,1.47
AVERY,840,37440,13.88,38518.08,72.69,23.06,0.44,0.73,1.67,1.42
HERRING,841,37353,13.85,38531.92,74.74,21.57,0.39,0.39,1.41,1.5
DODSON,842,37298,13.83,38545.75,83.09,12.23,0.42,1.13,1.61,1.51
CLEMENTS,843,37237,13.8,38559.55,86.47,9.71,0.38,0.55,1.44,1.46
SAMPSON,844,37234,13.8,38573.36,62.78,28.87,0.62,3.81,2.16,1.76
TAPIA,845,37201,13.79,38587.15,5.19,0.29,0.66,0.53,0.47,92.87
BEAN,846,37145,13.77,38600.92,83.01,12.77,0.45,0.86,1.48,1.45
LYNN,847,37125,13.76,38614.68,86.49,8.78,0.96,0.68,1.4,1.68
CRANE,848,37123,13.76,38628.44,91.58,4.27,0.54,0.68,1.3,1.62
FARLEY,849,37116,13.76,38642.2,85.58,10.34,0.43,0.75,1.39,1.52
CISNEROS,850,37050,13.73,38655.93,4.98,0.27,0.18,0.22,0.31,94.05
BENTON,851,37032,13.73,38669.66,71.59,23.99,0.44,0.82,1.68,1.49
ASHLEY,852,37021,13.72,38683.38,74.37,19.6,0.39,2.36,1.7,1.58
MCKAY,853,36948,13.7,38697.08,82.16,12.95,0.52,1.11,1.64,1.63
FINLEY,854,36874,13.67,38710.75,74.74,20.65,0.42,1.2,1.58,1.41
BEST,855,36862,13.66,38724.41,73.73,22.04,0.33,0.53,1.48,1.88
BLEVINS,856,36841,13.66,38738.07,91.1,4.76,0.29,1.03,1.67,1.15
FRIEDMAN,857,36833,13.65,38751.72,96.54,0.46,0.4,0.11,1.26,1.22
MOSES,858,36814,13.65,38765.37,57.92,33.8,1.5,2.86,2.24,1.68
SOSA,859,36813,13.65,38779.02,5.76,0.44,0.65,0.21,0.49,92.45
BLANCHARD,860,36764,13.63,38792.65,87.06,8.63,0.41,0.86,1.38,1.67
HUBER,861,36729,13.62,38806.26,96.62,0.35,0.45,0.31,0.98,1.3
FRYE,862,36716,13.61,38819.87,84.31,11.53,0.41,0.92,1.49,1.35
KRUEGER,863,36694,13.6,38833.47,97.06,0.16,0.43,0.29,0.9,1.15
BERNARD,864,36546,13.55,38847.02,67.36,23.32,0.77,0.73,2.2,5.62
ROSARIO,865,36539,13.54,38860.57,6.17,1.69,4.11,0.16,1.09,86.79
RUBIO,866,36531,13.54,38874.11,6.4,0.39,1.85,0.42,0.53,90.41
MULLEN,867,36442,13.51,38887.62,89.68,6.41,0.58,0.56,1.24,1.54
BENJAMIN,868,36439,13.51,38901.13,53.29,39.24,1.82,0.94,2.37,2.35
HALEY,869,36433,13.51,38914.63,83.27,12.9,0.4,0.66,1.36,1.41
CHUNG,870,36422,13.5,38928.13,2.34,1.93,91.02,0.04,3.62,1.05
MOYER,871,36421,13.5,38941.63,94.94,2.26,0.41,0.35,0.95,1.09
CHOI,872,36390,13.49,38955.12,1.5,0.15,96.46,0.03,1.51,0.35
HORNE,873,36288,13.45,38968.58,73.44,22.96,0.42,0.54,1.39,1.25
YU,874,36285,13.45,38982.03,1.45,(S),96.22,(S),1.68,0.56
WOODWARD,875,36242,13.43,38995.46,91.25,4.72,0.59,0.54,1.42,1.49
ALI,876,36079,13.37,39008.84,15.25,21.83,41.9,0.58,17.49,2.95
NIXON,877,36037,13.36,39022.19,65.46,29.85,0.42,0.64,1.75,1.89
HAYDEN,878,36024,13.35,39035.55,82.78,13.35,0.44,0.39,1.66,1.39
RIVERS,879,35980,13.34,39048.89,42.48,50.21,0.54,1.98,2.26,2.53
ESTES,880,35839,13.29,39062.17,88.53,6.72,0.46,1.18,1.49,1.63
MCCARTY,881,35718,13.24,39075.41,90.18,5.82,0.34,0.81,1.37,1.49
RICHMOND,882,35715,13.24,39088.65,74.23,21.73,0.46,0.59,1.67,1.32
STUART,883,35701,13.23,39101.89,85.41,9.81,0.46,0.53,1.66,2.14
MAYNARD,884,35648,13.21,39115.1,88.94,6.64,0.35,0.73,1.37,1.96
BRANDT,885,35616,13.2,39128.3,95.56,0.8,0.54,0.34,1.08,1.69
OCONNELL,886,35610,13.2,39141.5,96.43,0.29,0.5,0.2,1.12,1.45
HANNA,887,35599,13.2,39154.7,87.38,6.46,0.61,0.63,3.14,1.77
SANFORD,888,35565,13.18,39167.88,78.41,17.36,0.41,0.62,1.6,1.6
SHEPPARD,889,35554,13.18,39181.06,70.37,25.26,0.39,0.7,1.56,1.72
CHURCH,890,35539,13.17,39194.24,90.86,5.22,0.37,0.7,1.41,1.44
BURCH,891,35521,13.17,39207.41,80.58,14.86,0.46,0.82,1.56,1.73
LEVY,892,35464,13.15,39220.55,82.6,11.23,0.62,0.17,1.77,3.6
RASMUSSEN,893,35453,13.14,39233.69,96.02,0.2,0.67,0.32,1.18,1.62
COFFEY,894,35442,13.14,39246.83,89.96,6.37,0.39,0.62,1.31,1.36
PONCE,895,35400,13.12,39259.96,6.34,0.36,1.93,0.22,0.49,90.66
FAULKNER,896,35389,13.12,39273.07,81.58,14.54,0.41,0.52,1.44,1.5
DONALDSON,897,35387,13.12,39286.19,74.7,21.23,0.42,0.44,1.66,1.55
SCHMITT,898,35326,13.1,39299.29,96.82,0.19,0.42,0.32,0.88,1.37
NOVAK,899,35282,13.08,39312.37,96.84,0.27,0.44,0.24,0.95,1.26
COSTA,900,35227,13.06,39325.42,83.35,1.21,1.38,0.36,5.22,8.48
MONTES,901,35196,13.05,39338.47,5.88,0.61,0.83,0.36,0.48,91.83
BOOKER,902,35101,13.01,39351.48,30.09,65.57,0.18,0.33,2.34,1.49
CORDOVA,903,35074,13,39364.48,11.18,0.64,1.29,0.84,0.72,85.32
WALLER,904,35001,12.97,39377.46,71.82,24.64,0.38,0.39,1.52,1.26
ARELLANO,905,34999,12.97,39390.43,5.02,0.15,2.78,0.3,0.52,91.23
MADDOX,906,34970,12.96,39403.4,72.36,23.99,0.27,0.58,1.56,1.23
MATA,907,34888,12.93,39416.33,6.15,0.21,2.42,0.35,0.82,90.05
BONILLA,908,34824,12.91,39429.24,5.49,0.85,1.14,0.19,0.53,91.81
STANTON,909,34812,12.9,39442.14,84.09,11.72,0.48,0.64,1.53,1.54
COMPTON,910,34788,12.9,39455.04,88.96,7.22,0.34,0.74,1.22,1.51
KAUFMAN,911,34786,12.9,39467.93,95.77,1.31,0.46,0.23,0.93,1.29
DUDLEY,912,34770,12.89,39480.82,68.68,26.99,0.4,0.65,1.69,1.59
MCPHERSON,913,34763,12.89,39493.71,76.9,18.88,0.43,0.67,1.7,1.43
BELTRAN,914,34736,12.88,39506.59,5.93,0.3,3.49,0.28,0.5,89.5
DICKSON,915,34698,12.86,39519.45,78.17,16.55,0.53,1.25,1.59,1.91
MCCANN,916,34692,12.86,39532.31,91.23,5.39,0.49,0.4,1.12,1.38
VILLEGAS,917,34684,12.86,39545.17,4.47,0.33,3.2,0.39,0.49,91.11
PROCTOR,918,34682,12.86,39558.02,72.28,21.24,0.41,2.25,2.32,1.5
HESTER,919,34675,12.85,39570.88,75.85,20.78,0.42,0.37,1.45,1.14
CANTRELL,920,34674,12.85,39583.73,91.12,4.65,0.36,1.28,1.22,1.37
DAUGHERTY,921,34650,12.84,39596.58,91.64,4.17,0.43,0.98,1.43,1.34
CHERRY,922,34615,12.83,39609.41,60.87,34.98,0.51,0.44,1.81,1.38
BRAY,923,34575,12.82,39622.22,83.07,12.27,0.47,0.82,1.62,1.75
DAVILA,924,34541,12.8,39635.03,6.71,0.72,0.35,0.21,0.41,91.6
ROWLAND,925,34498,12.79,39647.82,88.72,6.97,0.47,0.99,1.37,1.48
LEVINE,926,34472,12.78,39660.6,92.54,3.96,0.45,0.15,1.04,1.87
MADDEN,926,34472,12.78,39673.37,86.7,9.78,0.46,0.39,1.37,1.29
SPENCE,928,34435,12.76,39686.14,75.73,19.67,0.46,0.58,1.74,1.81
GOOD,929,34430,12.76,39698.9,91.3,5.11,0.48,0.44,1.18,1.47
IRWIN,930,34374,12.74,39711.64,93.92,2.15,0.49,0.66,1.31,1.47
WERNER,931,34352,12.73,39724.38,96.4,0.37,0.59,0.27,0.97,1.39
KRAUSE,932,34345,12.73,39737.11,96.58,0.39,0.51,0.36,0.85,1.3
PETTY,933,34278,12.71,39749.82,75.78,20.32,0.33,0.56,1.56,1.46
WHITNEY,934,34251,12.7,39762.51,87.11,8.41,0.72,0.66,1.46,1.64
BAIRD,935,34233,12.69,39775.2,93.1,2.99,0.56,0.61,1.23,1.5
HOOPER,936,34084,12.63,39787.84,81.92,13.06,0.47,1.19,1.57,1.8
POLLARD,937,34079,12.63,39800.47,65.1,30.34,0.46,0.49,2.08,1.54
ZAVALA,938,34068,12.63,39813.1,4.1,0.17,0.16,0.16,0.31,95.1
JARVIS,939,34050,12.62,39825.72,87.02,8.4,0.45,0.5,1.69,1.94
HOLDEN,940,34041,12.62,39838.34,78.91,16.9,0.37,0.85,1.55,1.41
HAAS,941,34032,12.62,39850.96,96.67,0.23,0.42,0.37,0.92,1.39
HENDRIX,941,34032,12.62,39863.57,80.35,15.49,0.32,0.71,1.77,1.35
MCGRATH,943,34031,12.62,39876.19,95.91,0.59,0.51,0.38,0.99,1.61
BIRD,944,33962,12.59,39888.78,90.03,3.09,0.74,2.63,1.58,1.92
LUCERO,945,33922,12.57,39901.35,11.88,0.22,2.46,3.08,0.88,81.49
TERRELL,946,33914,12.57,39913.92,57.43,38.31,0.27,0.77,1.75,1.47
RIGGS,947,33868,12.55,39926.48,89.44,5.83,0.34,1.46,1.48,1.44
JOYCE,948,33843,12.55,39939.02,89.32,7.51,0.49,0.29,1.17,1.22
MERCER,949,33797,12.53,39951.55,83.74,12.35,0.39,0.64,1.27,1.61
ROLLINS,949,33797,12.53,39964.08,70.86,25.07,0.31,0.53,1.64,1.59
GALLOWAY,951,33773,12.52,39976.6,72.1,23.51,0.4,0.55,1.65,1.79
DUKE,952,33745,12.51,39989.11,87.36,7.93,0.53,0.52,1.37,2.28
ODOM,953,33717,12.5,40001.61,71.3,25.06,0.35,0.58,1.46,1.25
ANDERSEN,954,33508,12.42,40014.03,95.51,0.57,0.63,0.41,1.16,1.72
